"eventId","Week","Year","Tour","EventName","Winner","WinnerPts","playerId","WorldRating","HomeRating","FieldStrength"
1,2,1986,"USA","Tourn. of Champ.","Calvin Peete",52,160,116,,116
2,3,1986,"USA","Bob Hope Classic","Donnie Hammond",56,91,134,,134
3,3,1986,"AFR","ICL Internat'nal","Gavan Levenson",10,447,,,
4,4,1986,"USA","Phoenix Open","Hal Sutton",56,205,135,,135
5,4,1986,"AFR","Lexington PGA","Bobby Cole",20,438,,,
6,5,1986,"USA","AT&T Nat. Pro-Am","Fuzzy Zoeller",46,233,167,,167
7,5,1986,"AFR","Wild Coast Class","Mark McNulty",10,449,,,
8,5,1986,"ANZ","Tasmanian Open","Stewart Ginn",10,499,,,
9,6,1986,"USA","Sh'son Lehman Op","Bob Tway",38,215,103,,103
10,6,1986,"AFR","Sth. Africa Open","David Frost",20,440,,,
11,6,1986,"ANZ","Victorian Open","Ossie Moore",20,509,,,
12,7,1986,"USA","Hawaiian Open","Corey Pavin",54,159,121,,121
13,7,1986,"AFR","AECI Classic","Fulton Allem",10,433,,,
14,7,1986,"AFR","Nigerian Open","Gordon J Brand",10,246,,,
15,7,1986,"ANZ","Austral. M-Play","Peter Fowler",10,497,,,
16,8,1986,"USA","Los Angeles Open","Doug Tewell",42,208,63,,63
17,8,1986,"AFR","Barclays B'k Cl.","Mark McNulty",10,449,,,
18,8,1986,"ANZ","Austral. Masters","Mark O'Meara",26,154,51,,51
19,8,1986,"AFR","Ivory Coast Open","Gordon J Brand",10,246,,,
20,9,1986,"USA","Honda Classic","Kenny Knox",42,115,63,,63
21,9,1986,"AFR","Palabora Classic","Fulton Allem",10,433,,,
22,9,1986,"ANZ","Rich River Clas.","Bob Shearer",10,523,,,
23,9,1986,"ASA","Hong Kong Open","Seiichi Kanai",10,364,,,
24,10,1986,"USA","Doral Eastern Op","Andy Bean(Mar1953)",54,8,122,,122
25,10,1986,"AFR","Swazi Sun Pro-Am","Mark McNulty",10,449,,,
26,10,1986,"ASA","Malaysian Open","Stewart Ginn",10,499,,,
27,10,1986,"AFR","Kenya Open","Ian Woosnam",10,334,,,
28,11,1986,"USA","Bay Hill Classic","Dan Forsman",46,70,168,,168
29,11,1986,"AFR","Tr. Bank T of Ch","Mark McNulty",20,449,,,
30,11,1986,"ASA","Singapore Open","Greg Turner",10,531,,,
31,11,1986,"AFR","Zambian Open","Garry Cullen",10,258,,,
32,12,1986,"JPN","Shizuoka Open","Akiyoshi Omachi",10,391,,,
33,12,1986,"AFR","Zimbabwe Open","Stephen Bennett",10,242,,,
34,12,1986,"USA","USF&G Classic","Calvin Peete",56,160,135,,135
35,12,1986,"ASA","Indonesian Open","Frankie Minoza",10,480,,,
36,13,1986,"USA","Tourn. Pl. Champ","John Mahaffey",68,130,191,,191
37,13,1986,"ASA","Thailand Open","Ho Ming-Chung",10,536,,,
38,14,1986,"USA","Gr. Greensboro Op","Sandy Lyle",46,294,81,,81
39,14,1986,"ASA","Indian Open","Lu Hsi-Chuen",10,478,,,
40,15,1986,"MAJ","Masters Tournament","Jack Nicklaus",100,148,,,
41,15,1986,"USA","Dep. Guaranty Cl","Dan Halldorson",10,90,,,
42,15,1986,"JPN","Pocarisweat Open","Hajime Meshiai",10,376,,,
43,15,1986,"ASA","Taiwan Open","Lu Hsi-Chuen",10,478,,,
44,16,1986,"EUR","Suze Cannes Open","John Bland",20,435,19,,19
45,16,1986,"ASA","Korean Open","Tsao Chien-Teng",10,481,,,
46,16,1986,"USA","Heritage Classic","Fuzzy Zoeller",50,233,107,,107
47,16,1986,"JPN","Bridgestone Aso","Brian Jones",10,505,,,
48,17,1986,"USA","Houston Open","Curtis Strange",52,201,111,,111
49,17,1986,"ASA","Dunlop Jap. Int.","Hideto Shigenobu",20,400,14,,14
50,17,1986,"EUR","Cepsa Madrid Op.","Howard Clark",20,255,20,,20
51,18,1986,"USA","Las Vegas Invit.","Greg Norman",54,512,129,,129
52,18,1986,"EUR","Italian Open","David Feherty",20,265,20,,20
53,18,1986,"JPN","Chunichi Crowns","David Ishii",40,107,18,,18
54,19,1986,"USA","Byron Nelson Cl.","Andy Bean(Mar1953)",44,8,73,,73
55,19,1986,"EUR","Epson Match-Play","Ove Sellberg",20,323,17,,17
56,19,1986,"JPN","Fuji Sankei Cl.","Masashi Ozaki",20,392,14,,14
57,20,1986,"EUR","Spanish Open","Howard Clark",40,255,20,,20
58,20,1986,"USA","Colonial Nt. Inv","Dan Pohl",38,166,101,,101
59,20,1986,"JPN","Japan PGA M-Play","Tommy Nakajima",20,386,16,,16
60,20,1986,"ANZ","Nedlands Mast.","Lyndsay Stephen",10,528,,,
61,21,1986,"USA","Memorial Tourn.","Hal Sutton",52,205,113,,113
62,21,1986,"EUR","W & Mack. PGA Ch","Rodger Davis",40,491,17,,17
63,21,1986,"JPN","Pepsi Ube Tourn.","Naomichi Joe Ozaki",20,393,16,,16
64,22,1986,"USA","Kemper Open","Greg Norman",40,512,60,,60
65,22,1986,"EUR","Four Stars P-Cel","Antonio Garrido",20,271,,,
66,22,1986,"JPN","Mitsubishi Gal.","Tommy Nakajima",20,386,15,,15
67,23,1986,"USA","Westchester Cl.","Bob Tway",40,215,31,,31
68,23,1986,"EUR","Dunhill Masters","Seve Ballesteros",40,238,55,,55
69,23,1986,"JPN","Tohoku Classic","Teruo Sugihara",20,405,2,,2
70,24,1986,"MAJ","U.S. Open","Raymond Floyd",100,69,,,
71,24,1986,"EUR","Jersey Open","John E Morgan",20,305,,,
72,24,1986,"USA","Provident Class.","Brad Faxon",10,62,,,
73,24,1986,"JPN","Sapporo Tokyu","Isao Aoki",20,336,2,,2
74,25,1986,"USA","Atlanta Golf Cl.","Bob Tway",44,215,76,,76
75,25,1986,"EUR","Carrolls Irish O","Seve Ballesteros",40,238,54,,54
76,25,1986,"JPN","Yomiuri Sapporo","Koichi Suzuki",20,406,19,,19
77,26,1986,"USA","Canadian Open","Bob Murphy",40,146,59,,59
78,26,1986,"EUR","Monte Carlo Open","Seve Ballesteros",22,238,36,,36
79,26,1986,"JPN","Mizuno Open","Tommy Nakajima",20,386,20,,20
80,27,1986,"USA","Gr. Hartford Op.","Mac O'Grady",42,152,66,,66
81,27,1986,"EUR","French Open","Seve Ballesteros",40,238,39,,39
82,27,1986,"JPN","Kansai PGA","Teruo Sugihara",4,405,,,
83,27,1986,"JPN","Kanto PGA","Tommy Nakajima",10,386,20,,20
84,28,1986,"EUR","Car Care Pn. Int","Mark Mouland",20,307,,,
85,28,1986,"USA","Auheuser-Bch. Cl","Fuzzy Zoeller",44,233,74,,74
86,29,1986,"MAJ","The Open Championship","Greg Norman",100,512,,,
87,29,1986,"USA","Hardee's Classic","Mark Wiebe",20,229,12,,12
88,30,1986,"EUR","KLM Dutch Open","Seve Ballesteros",40,238,20,,20
89,30,1986,"USA","Buick Open","Ben Crenshaw",40,45,46,,46
90,30,1986,"JPN","Japan PGA Champ.","Isao Aoki",40,336,21,,21
91,31,1986,"EUR","Scandinavian Op.","Greg Turner",40,531,16,,16
92,31,1986,"USA","Western Open","Tom Kite",46,114,83,,83
93,31,1986,"JPN","Niigata Open","David Ishii",20,107,,,
94,32,1986,"EUR","P.L.M. Open","Peter Senior",20,520,,,
95,32,1986,"MAJ","PGA Championship","Bob Tway",100,215,,,
96,33,1986,"EUR","Ben. & Hedg. Int","Mark James(1953)",40,283,14,,14
97,33,1986,"USA","The Internat'nal","Ken Green",58,84,149,,149
98,33,1986,"JPN","T. Nakamura Mem.","Masashi Ozaki",20,392,,,
99,34,1986,"EUR","Scottish Open","David Feherty",20,265,12,,12
100,34,1986,"USA","NEC World Series","Dan Pohl",56,166,137,,137
101,34,1986,"JPN","Mar. Nihonkai Op","Masashi Ozaki",20,392,,,
102,35,1986,"EUR","German Open","Bernhard Langer",24,290,50,,50
103,35,1986,"USA","St. Jude Classic","Mike Hulbert",42,102,68,,68
104,35,1986,"JPN","KBC Augusta","Isao Aoki",20,336,5,,5
105,36,1986,"EUR","Eur.Mst.Swiss Op","f30 f30",40,313,14,,14
106,36,1986,"USA","B.C. Open","Rick Fehr",20,63,19,,19
107,36,1986,"JPN","Kanto Open","Isao Aoki",10,336,22,,22
108,36,1986,"JPN","Kansai Open","Yosh'ki Isomura",4,566,,,
109,36,1986,"JPN","Kyushu Open","Kin'hi Yoshimura",4,429,,,
110,36,1986,"JPN","Chu Shikoku Open","Tadami Ueno",4,418,,,
111,36,1986,"JPN","Chubu Open","Eitaro Deguchi",4,342,,,
112,36,1986,"JPN","Hokkaido Open","Katsunari Takahashi",4,411,,,
113,37,1986,"EUR","European Open","Greg Norman",44,512,71,,71
114,37,1986,"USA","B'k of Boston Cl","Gene Sauers",42,185,61,,61
115,37,1986,"JPN","Suntory Open","Graham Marsh",20,507,22,,22
116,37,1986,"CAN","Canadian PGA","Dan Halldorson",4,90,,,
117,38,1986,"EUR","Lawr. Batley Int","Ian Woosnam",20,334,,,
118,38,1986,"USA","Gr. Milwaukee Op","Corey Pavin",26,159,56,,56
119,38,1986,"JPN","ANA Sapporo Open","Masahiro Kuramoto",20,371,23,,23
120,39,1986,"USA","Southwest Class.","Mark Calcavecchia",22,30,34,,34
121,39,1986,"JPN","Jun Classic","Masashi Ozaki",20,392,6,,6
122,40,1986,"EUR","Suntory W M-Play","Greg Norman",32,512,84,,84
123,40,1986,"USA","Southern Open","Fred Wadsworth",20,225,29,,29
124,40,1986,"JPN","Tokai Classic","Masahiro Kuramoto",20,371,25,,25
125,40,1986,"ANZ","Queensland PGA","Ossie Moore",10,509,,,
126,41,1986,"EUR","Sanyo B'lona. Op","f30 f30",40,313,18,,18
127,41,1986,"JPN","Japan Open","Tommy Nakajima",40,386,22,,22
128,41,1986,"ANZ","Queensland Open","Greg Norman",12,512,20,,20
129,41,1986,"USA","Pensacola Open","Ernie Gonzalez",12,573,40,,40
130,42,1986,"EUR","Lancome Trophy","Bernhard Langer",34,290,65,,65
131,42,1986,"USA","Walt Disney Cls.","Raymond Floyd",40,69,60,,60
132,42,1986,"JPN","Golf Digest","Tommy Nakajima",20,386,24,,24
133,42,1986,"ANZ","New Sth. W. Open","Greg Norman",20,512,20,,20
134,43,1986,"USA","Vantage Champ'p","Ben Crenshaw",38,45,109,,109
135,43,1986,"JPN","Bridgestone Trn.","Tateo Jet Ozaki",40,394,37,,37
136,43,1986,"EUR","Portuguese Open","Mark McNulty",20,449,16,,16
137,43,1986,"ANZ","Sth. Austr. Open","Greg Norman",12,512,20,,20
138,43,1986,"SAM","Sao Paulo Class.","Rafael Navarro",4,463,,,
139,44,1986,"USA","Seiko-Tuscon Match-Pl.","Jim Thorpe",40,211,43,,43
140,44,1986,"USA","Tallahassee Open","Mark Hayes",10,97,,,
141,44,1986,"ANZ","Australian PGA","Michael Harwood",20,503,20,,20
142,45,1986,"JPN","Hiroshima Open","Toru Nakamura",10,387,,,
143,45,1986,"ANZ","Victorian PGA","Wayne Smith",10,543,,,
144,45,1986,"SAM","Brazil Open","Edu'do Caballero",4,581,,,
145,46,1986,"USA","Kapalua Intern'l","Andy Bean(Mar1953)",30,8,71,,71
146,46,1986,"JPN","Visa Taiheiyo M.","Y'iro Funatogawa",40,349,43,,43
147,46,1986,"ANZ","Australian Open","Rodger Davis",40,491,39,,39
148,47,1986,"JPN","Dunlop Phoenix","Bobby Wadkins",46,222,83,,83
149,47,1986,"ANZ","West Austr. Open","Greg Norman",16,512,35,,35
150,47,1986,"AFR","Wild Coast Class","Mark McNulty",10,449,,,
151,48,1986,"JPN","Casio World Open","Scott Hoch",40,101,42,,42
152,48,1986,"ANZ","Air N-Zeal. Open","Rodger Davis",20,491,13,,13
153,48,1986,"AFR","Germiston Cen'y.","Mark McNulty",10,449,,,
154,49,1986,"ANZ","New Zealand Open","Rodger Davis",20,491,6,,6
155,49,1986,"JPN","Japan Series","Toru Nakamura",20,387,23,,23
156,49,1986,"AFR","Sun City Chall.","Mark McNulty",14,449,29,,29
157,50,1986,"JPN","Daikyo Open","Tateo Jet Ozaki",10,394,6,,6
158,50,1986,"AFR","Safmarine Mast.","Mark McNulty",20,449,,,
159,51,1986,"AFR","Goodyear Classic","Tony Johnstone",10,446,,,
160,2,1987,"USA","Tourn. of Champ.","Mac O'Grady",52,152,325,,325
161,2,1987,"AFR","Palabora Classic","Fulton Allem",10,433,15,,15
162,3,1987,"USA","Bob Hope Classic","Corey Pavin",58,159,415,,415
163,3,1987,"AFR","ICL Internat'nal","Tony Johnstone",10,446,15,,15
164,4,1987,"USA","Phoenix Open","Paul Azinger",54,20,370,,370
165,4,1987,"AFR","Lexington PGA","Fulton Allem",10,433,15,,15
166,4,1987,"ANZ","New Sth. W. PGA","Peter Senior",12,520,35,,35
167,5,1987,"USA","AT&T Nat. Pro-Am","Johnny Miller",60,138,460,,460
168,5,1987,"ANZ","Tasmanian Open","Brian Jones",12,505,35,,35
169,6,1987,"USA","Hawaiian Open","Corey Pavin",48,159,265,,265
170,6,1987,"AFR","Sth. Africa Open","Mark McNulty",16,449,15,,15
171,6,1987,"ANZ","Austral. M-Play","Ian Baker-Finch",14,482,65,,65
172,7,1987,"USA","Sh'son Lehman Op","George Burns",48,27,265,,265
173,7,1987,"AFR","AECI Classic","Mark McNulty",10,449,15,,15
174,7,1987,"ANZ","Austral. Masters","Greg Norman",40,512,120,,120
175,8,1987,"USA","Los Angeles Open","Chen Tze-Chung",48,467,250,,250
176,8,1987,"AFR","Swazi-Sun Pro-Am","Mark McNulty",10,449,15,,15
177,8,1987,"ANZ","Victorian Open","Roger Mackay",22,508,85,,85
178,8,1987,"ASA","Philippine Open","Brian Tennyson",10,592,,,
179,8,1987,"AFR","Zimbabwe Open","Gordon J Brand",10,246,,,
180,9,1987,"USA","Doral Ryder Open","Lanny Wadkins",64,223,535,,535
181,9,1987,"AFR","Tr. Bank T of Ch","Mark McNulty",10,449,15,,15
182,9,1987,"ASA","Hong Kong Open","Ian Woosnam",10,334,25,,25
183,9,1987,"AFR","Kenya Open","Carl Mason",10,301,,,
184,9,1987,"ANZ","Rich River Clas.","Peter Senior",10,520,25,,25
185,10,1987,"USA","Honda Classic","Mark Calcavecchia",54,30,340,,340
186,10,1987,"ASA","Malaysian Open","Terry Gale",10,498,,,
187,10,1987,"AFR","Zambia Open","Paul Carrigill",10,251,,,
188,11,1987,"USA","Bay Hill Classic","Payne Stewart",58,200,435,,435
189,11,1987,"ASA","Thailand Open","Chen Tze-Ming",10,468,,,
190,12,1987,"USA","USF&G Classic","Ben Crenshaw",42,45,150,,150
191,12,1987,"EUR","Moroccan Open","Howard Clark",16,255,15,,15
192,12,1987,"ASA","Indian Open","Brian Tennyson",10,592,,,
193,12,1987,"JPN","Shizuoka Open","Lu Liang-Huan",10,479,15,,15
194,13,1987,"USA","Tourn. Pl. Champ","Sandy Lyle",70,294,630,,630
195,13,1987,"ASA","Singapore Open","Peter Fowler",10,497,,,
196,14,1987,"USA","Gr. Greensboro Op","Scott Simpson",46,189,230,,230
197,14,1987,"ASA","Indonesian Open","Wayne Smith",10,543,,,
198,15,1987,"MAJ","Masters Tournament","Larry Mize",100,139,,,
199,15,1987,"USA","Dep. Guaranty Cl","David Ogrin",10,153,5,,5
200,15,1987,"EUR","Jersey Open","Ian Woosnam",16,334,5,,5
201,15,1987,"JPN","Pocarisweat Open","Kin'hi Yoshimura",10,429,15,,15
202,15,1987,"ASA","Taiwan Open","missed missed",10,3,,,
203,16,1987,"USA","Heritage Classic","g22 g22",50,126,300,,300
204,16,1987,"EUR","Suze Cannes Open","Seve Ballesteros",22,238,80,,80
205,16,1987,"JPN","Bridgestone Aso","Norio Mikami",10,377,20,,20
206,16,1987,"ASA","Korean Open","Chen Liang-Hsi",10,602,,,
207,17,1987,"USA","Houston Open","Jay Haas",50,87,275,,275
208,17,1987,"EUR","Cepsa Madrid Op.","Ian Woosnam",22,334,80,,80
209,17,1987,"ASA","Dunlop Jap. Int.","Isao Aoki",24,336,115,,115
210,18,1987,"USA","Las Vegas Invit.","Paul Azinger",58,20,420,,420
211,18,1987,"EUR","Italian Open","Sam Torrance",18,328,30,,30
212,18,1987,"JPN","Chunichi Crowns","Masashi Ozaki",42,392,150,,150
213,19,1987,"USA","Byron Nelson Cl.","Fred Couples",48,44,245,,245
214,19,1987,"EUR","Epson Match-Play","Mats Lanner",42,553,150,,150
215,19,1987,"JPN","Fuji Sankei Cl.","Masashi Ozaki",22,392,100,,100
216,20,1987,"USA","Colonial Nat. In","Keith Clearwater",52,589,305,,305
217,20,1987,"EUR","Spanish Open","Nick Faldo",42,264,145,,145
218,20,1987,"JPN","Japan PGA M-Play","Katsunari Takahashi",22,411,95,,95
219,21,1987,"USA","Atlanta Golf Cl.","Dave Barr",46,21,215,,215
220,21,1987,"EUR","W & Mack. PGA Ch","Bernhard Langer",44,290,170,,170
221,21,1987,"JPN","Pepsi Ube Tourn.","Chen Tze-Ming",20,468,60,,60
222,22,1987,"USA","Memorial Tourn.","Don Pooley",60,167,470,,470
223,22,1987,"EUR","Four Stars P-Cel","Mark McNulty",16,449,20,,20
224,22,1987,"JPN","Mitsubishi Gal.","Brian Jones",22,505,80,,80
225,23,1987,"USA","Kemper Open","Tom Kite",48,114,265,,265
226,23,1987,"EUR","Dunhill Masters","Mark McNulty",40,449,110,,110
227,23,1987,"JPN","Tohoku Classic","Seiichi Kanai",16,364,10,,10
228,24,1987,"USA","Westchester Cl.","J C Snead",42,196,145,,145
229,24,1987,"EUR","French Open","Jose Rivero",38,321,80,,80
230,24,1987,"JPN","Sapporo Tokyu","David Ishii",18,107,35,,35
231,25,1987,"MAJ","U.S. Open","Scott Simpson",100,189,,,
232,25,1987,"JPN","Yomiuri Sapporo","Satoshi Higashi",16,545,20,,20
233,25,1987,"EUR","Belgian Open","Eamonn Darcy",14,259,30,,30
234,26,1987,"EUR","Monte Carlo Open","Peter Senior",22,520,100,,100
235,26,1987,"JPN","Mizuno Open","David Ishii",20,107,70,,70
236,26,1987,"USA","Gr. Hartford Op","Paul Azinger",42,20,150,,150
237,27,1987,"USA","Canadian Open","Curtis Strange",46,201,210,,210
238,27,1987,"EUR","Carrolls Irish O","Bernhard Langer",44,290,170,,170
239,27,1987,"JPN","Kanto PGA","Naomichi Joe Ozaki",6,393,35,,35
240,27,1987,"JPN","Kansai PGA","Yoshitaka Yamamoto",4,422,10,,10
241,28,1987,"USA","Anheuser-Bch. Cl","Mark McCumber",38,135,90,,90
242,28,1987,"EUR","Bells Scottish O","Ian Woosnam",44,334,175,,175
243,28,1987,"JPN","Hiroshima Open","Hajime Meshiai",10,376,,,
244,29,1987,"USA","Hardee's Classic","Kenny Knox",16,115,5,,5
245,29,1987,"MAJ","The Open Championship","Nick Faldo",100,264,,,
246,30,1987,"USA","Buick Open","Robert Wrenn",42,231,160,,160
247,30,1987,"EUR","Dutch Open","Gordon Brand-Jr",40,245,105,,105
248,30,1987,"JPN","Japan PGA Champ.","David Ishii",36,107,60,,60
249,31,1987,"USA","St. Jude Classic","Curtis Strange",46,201,205,,205
250,31,1987,"EUR","Scandinavian Op.","Gordon Brand-Jr",34,245,45,,45
251,31,1987,"JPN","Niigata Open","Tadao Nakamura",10,390,,,
252,32,1987,"MAJ","PGA Championship","Larry Nelson",100,147,,,
253,32,1987,"EUR","P.L.M. Open","Howard Clark",16,255,5,,5
254,33,1987,"USA","The Internat'nal","John Cook",52,41,310,,310
255,33,1987,"EUR","Ben. & Hedg. Int","Noel Ratcliffe",42,515,135,,135
256,33,1987,"JPN","T Nakamura Mem.","Nobuo Serizawa",10,396,25,,25
257,34,1987,"USA","Western Open","D A Weibring",40,227,340,,340
258,34,1987,"EUR","Lawr. Batley Int","Mark O'Meara",22,154,105,,105
259,34,1987,"JPN","Mar. Nihonkai Op","Masahiro Kuramoto",10,371,25,,25
260,35,1987,"USA","NEC World Series","Curtis Strange",58,201,410,,410
261,35,1987,"USA","Provident Class.","John Inman",10,617,,,
262,35,1987,"EUR","German Open","Mark McNulty",38,449,100,,100
263,35,1987,"JPN","KBC Augusta","Saburo Fujiki",18,347,40,,40
264,36,1987,"USA","B.C. Open","Joey Sindelar",22,191,80,,80
265,36,1987,"EUR","Eur.Mst.Swiss Op","Anders Forsbrand",42,268,155,,155
266,36,1987,"JPN","Kanto Open","Yoshikazu Yokoshima",10,542,50,,50
267,36,1987,"JPN","Kansai Open","Masanobu Kimura",4,551,,,
268,36,1987,"JPN","Chubu Open","Eitaro Deguchi",4,342,,,
269,36,1987,"JPN","Chu Shikoku Open","Masahiro Kuramoto",4,371,5,,5
270,36,1987,"JPN","Hokkaido Open","Akihiko Kojima",4,630,,,
271,36,1987,"JPN","Kyushu Open","Katsuyoshi Tomori",4,416,,,
272,37,1987,"USA","B'k of Boston Cl","Sam Randolph",32,171,140,,140
273,37,1987,"CAN","Canadian PGA","Jerry Anderson",4,19,,,
274,37,1987,"EUR","European Open","Paul Way",48,333,235,,235
275,37,1987,"JPN","Suntory Open","Noboru Sugai",20,403,65,,65
276,38,1987,"EUR","Lancome Trophy","Ian Woosnam",46,334,200,,200
277,38,1987,"JPN","ANA Sapporo Open","Isao Aoki",18,336,50,,50
278,38,1987,"USA","Gr. Milwaukee Op","Gary Hallberg",24,89,130,,130
279,39,1987,"USA","Southwest Class.","Steve Pate",22,157,105,,105
280,39,1987,"JPN","Jun Classic","Masashi Ozaki",14,392,45,,45
281,39,1987,"EUR","Vernons Open","David Llewellyn",12,292,30,,30
282,40,1987,"USA","Southern Open","Ken Brown",24,247,130,,130
283,40,1987,"JPN","Tokai Classic","Tommy Nakajima",22,386,90,,90
284,41,1987,"USA","Pensacola Open","Doug Tewell",18,208,35,,35
285,41,1987,"EUR","German Masters","Sandy Lyle",46,294,200,,200
286,41,1987,"JPN","Japan Open","Isao Aoki",36,336,75,,75
287,41,1987,"ANZ","Queensland Open","David Graham",10,502,25,,25
288,42,1987,"USA","Walt Disney Cls.","Larry Nelson",48,147,245,,245
289,42,1987,"EUR","Suntory W M-Play","Ian Woosnam",32,334,230,,230
290,42,1987,"JPN","Golf Digest","Ian Baker-Finch",20,482,75,,75
291,42,1987,"ANZ","Queensland PGA","Peter Senior",10,520,5,,5
292,43,1987,"USA","Tucson Open","Mike Reid",48,173,245,,245
293,43,1987,"JPN","Bridgestone Trn.","David Ishii",38,107,95,,95
294,43,1987,"SAM","Sao Paulo Class.","Armando Saavedra",4,550,,,
295,43,1987,"ANZ","New Sth. W. Open","Craig Parry",18,637,35,,35
296,44,1987,"USA","Nabisco Champ'p","Tom Watson",58,226,420,,420
297,44,1987,"USA","Centel Tallahas.","Keith Clearwater",10,589,10,,10
298,44,1987,"EUR","Portuguese Open","Robert Lee",12,291,,,
299,44,1987,"ANZ","Australian PGA","Roger Mackay",16,508,15,,15
300,46,1987,"USA","Kapalua Intern'l","Andy Bean(Mar1953)",36,8,310,,310
301,46,1987,"AFR","Minolta M-Play","Tony Johnstone",12,446,30,,30
302,46,1987,"JPN","Visa Taiheiyo M","Graham Marsh",44,507,195,,195
303,46,1987,"ANZ","Sth. Austr. Open","Ronan Rafferty",12,319,35,,35
304,47,1987,"AFR","Protea Ass. Cham","Bobby Lincoln",12,448,30,,30
305,47,1987,"ANZ","West Austr. Open","Gerry Taylor",12,530,35,,35
306,47,1987,"JPN","Dunlop Phoenix","Craig Stadler",46,199,205,,205
307,48,1987,"JPN","Casio World Open","David Ishii",42,107,135,,135
308,48,1987,"ANZ","Australian Open","Greg Norman",40,512,110,,110
309,48,1987,"AFR","Wild Coast Class","Tony Johnstone",12,446,30,,30
310,49,1987,"AFR","Sun City Chall.","Ian Woosnam",22,334,165,,165
311,49,1987,"ANZ","Air N-Zeal. Open","Mike Colandro",20,39,65,,65
312,49,1987,"JPN","Japan Series","David Ishii",10,107,80,,80
313,50,1987,"AFR","Safmarine Mast.","David Frost",10,440,15,,15
314,50,1987,"JPN","Daikyo Open","Isamu Sugita",12,646,45,,45
315,50,1987,"ANZ","New Zealand Open","Ronan Rafferty",18,319,35,,35
316,51,1987,"AFR","Goodyear Classic","John Bland",10,435,,,
317,2,1988,"ANZ","Sanctuary Cove C","Curtis Strange",24,201,180,,180
318,2,1988,"AFR","Palabora Classic","Fulton Allem",8,433,,,
319,3,1988,"USA","Tourn. of Champs","Steve Pate",38,157,350,,350
320,3,1988,"AFR","ICL Internat'nal","Tony Johnstone",8,446,,,
321,4,1988,"USA","Bob Hope Classic","Jay Haas",50,87,340,,340
322,4,1988,"AFR","Lexington PGA","David Feherty",8,265,,,
323,5,1988,"USA","Phoenix Open","Sandy Lyle",52,294,365,,365
324,5,1988,"ANZ","Palm Meadows Cup","Greg Norman",32,512,205,,205
325,5,1988,"AFR","Sth. Africa Open","Wayne Westner",16,456,,,
326,5,1988,"AFR","Nigerian Open","Vijay Singh",8,653,,,
327,6,1988,"USA","AT&T Nat. Pro-Am","Steve Jones",64,112,450,,450
328,6,1988,"ANZ","Austral. M-Play","Ronan Rafferty",12,319,45,,45
329,6,1988,"AFR","Ivory Coast Open","Gordon J Brand",8,246,,,
330,7,1988,"USA","Hawaiian Open","Lanny Wadkins",48,223,290,,290
331,7,1988,"ANZ","Victorian Open","Jim Benepe",18,677,45,,45
332,7,1988,"ASA","Hong Kong Open","Hsieh Chin-Sheng",10,709,30,,30
333,7,1988,"AFR","Bloemfontein Cl.","Jeff Hawkes",10,442,25,,25
334,7,1988,"AFR","Kenya Open","Chris Platts",8,712,,,
335,8,1988,"USA","Sh'son Lehman Op","Steve Pate",46,157,270,,270
336,8,1988,"ANZ","Austral. Masters","Ian Baker-Finch",40,482,175,,175
337,8,1988,"ASA","Philippine Open","Hsieh Chin-Sheng",8,709,,,
338,8,1988,"AFR","Danglo TPC","Mark James(1953)",10,283,25,,25
339,8,1988,"AFR","Zimbabwe Open","Roger Chapman",8,253,,,
340,9,1988,"USA","Los Angeles Open","Chip Beck",54,9,430,,430
341,9,1988,"ANZ","ESP Open","Greg Norman",22,512,85,,85
342,9,1988,"AFR","AECI Classic","Bobby Lincoln",10,448,25,,25
343,9,1988,"AFR","Zambia Open","David Llewellyn",8,292,,,
344,10,1988,"USA","Doral Ryder Open","Ben Crenshaw",64,45,420,,420
345,10,1988,"ANZ","Australian TPC","Greg Norman",24,512,110,,110
346,10,1988,"ASA","Malaysian Open","Tray Tyner",8,790,,,
347,10,1988,"AFR","Swazi Sun Pro-Am","Don Levin",8,793,,,
348,11,1988,"USA","Honda Classic","Joey Sindelar",46,191,265,,265
349,11,1988,"EUR","Mallorca Open","Seve Ballesteros",20,238,70,,70
350,11,1988,"ASA","Singapore Open","Greg Bruckner",8,673,,,
351,11,1988,"AFR","Tr. Bank T of Ch","John Bland",8,435,20,,20
352,12,1988,"USA","Bay Hill Classic","Paul Azinger",68,20,500,,500
353,12,1988,"EUR","Barcelona Open","David Whelan",18,802,45,,45
354,12,1988,"ASA","Indonesian Open","Hsieh Yu-Shu",8,470,,,
355,12,1988,"JPN","Shizouka Open","Toshimitsu Kai",8,701,,,
356,13,1988,"USA","The Players Ch'p","Mark McCumber",78,135,705,,705
357,13,1988,"ASA","Thailand Open","Jeff Senior",8,519,,,
358,14,1988,"USA","Gr. Greensboro Op","Sandy Lyle",50,294,395,,395
359,14,1988,"EUR","Biarritz Open","David Llewellyn",16,292,10,,10
360,14,1988,"ASA","Indian Open","Lu Chien-Soon",8,477,,,
361,15,1988,"MAJ","Masters Tournament","Sandy Lyle",100,294,,,
362,15,1988,"USA","Dep. Guaranty Cl","Frank Conner",8,40,,,
363,15,1988,"JPN","Pocarisweat Open","Ian Baker-Finch",8,482,10,,10
364,15,1988,"ASA","Taiwan Open","Carlos Espinosa",8,737,,,
365,16,1988,"USA","Heritage Classic","Greg Norman",58,512,460,,460
