"eventId","Week","Year","Tour","EventName","Winner","WinnerPts","playerId","WorldRating","HomeRating","FieldStrength"
3620,37,2006,"USA","84 Lumber Classic","Ben Curtis",40,7101,193,25,218
3621,37,2006,"EUR","Open de Madrid","Ian Poulter",24,1435,83,18,101
3622,37,2006,"JPN","ANA Open","Tomohiro Kondo",16,6625,10,8,18
3623,37,2006,"WEB","Albertsons Boise Open","Kevin Stadler",14,7602,4,3,7
3624,37,2006,"CHA","Open de Volcans","Martin Kaymer",12,8117,,,
3625,38,2006,"USA","Valero Texas Open","Eric Axley",24,8024,78,13,91
3626,38,2006,"JPN","Acom International","Mamo Osanai",16,5975,22,17,39
3627,38,2006,"ASA","KOLON-Hana Korea Open","Y.E. Yang",16,6629,27,20,47
3628,38,2006,"WEB","Oregon Classic","Cliff Kresge",14,7092,3,2,5
3629,38,2006,"CHA","Oki Mahou Challenge de Espana","Adrien Mork",12,9298,1,1,2
3630,39,2006,"WGC","WGC-American Express Championship","Tiger Woods",70,5321,608,64,672
3631,39,2006,"CHA","Kazakhstan Open","Mark Pilkington",12,6285,1,1,2
3632,39,2006,"USA","Southern Farm Bureau Classic","D.J. Trahan",24,7236,53,5,58
3633,39,2006,"JPN","Coca Cola Tokai Classic","Hidemasa Hoshino",16,6001,25,19,44
3634,39,2006,"ASA","Mercuries Taiwan Masters","Gaurav Ghei",14,3783,2,2,4
3635,40,2006,"EUR","Alfred Dunhill Links Championship","Padraig Harrington",50,5716,268,53,321
3636,40,2006,"USA","Chrysler Classic of Greensboro","Davis Love III",36,3464,172,15,187
3637,40,2006,"WEB","Mark Christopher Charity Classic","Kevin Na",14,7452,4,3,7
3638,40,2006,"CHA","Golf Open International de Toulouse","Julien Foret",12,8815,1,1,2
3639,40,2006,"ASA","Taiwan Open","Lin Wen-Tang",14,6433,2,2,4
3640,41,2006,"USA","Frys.com Open","Troy Matteson",42,7954,203,29,232
3641,41,2006,"WEB","Permian Basin Charity Golf Classic","Brandt Snedeker",14,8820,5,4,9
3642,41,2006,"JPN","Japan Open Golf Championship","Paul Sheehan",32,6111,26,20,46
3643,41,2006,"ASA","Volkswagen Masters - China","Retief Goosen",18,4884,33,25,58
3644,42,2006,"USA","Funai Classic","Joe Durant",48,3113,268,30,298
3645,42,2006,"EUR","Mallorca Classic","Niclas Fasth",28,3832,110,23,133
3646,42,2006,"JPN","Bridgestone Open","Taichi Teshima",16,5820,28,21,49
3647,42,2006,"ASA","Hero Honda Indian Open","Jyoti Randhawa",14,5771,7,5,12
3648,42,2006,"WEB","PalmettoPride Classic","Michael Sim",14,7681,6,5,11
3649,42,2006,"CHA","Apulia San Domenico Grand Final","James Hepworth",12,6524,1,1,2
3650,43,2006,"USA","Chrysler Championship","K.J. Choi",56,1804,389,36,425
3651,43,2006,"EUR","Volvo Masters","Jeev Milkha Singh",48,3831,245,55,300
3652,43,2006,"JPN","ABC Championship","Shingo Katayama",16,3770,23,17,40
3653,43,2006,"WEB","Miccosukee Championship","Bryce Molder",14,7292,4,3,7
3654,44,2006,"USA","THE TOUR Championship presented by Coca-Cola","Adam Scott",52,6430,335,29,364
3655,44,2006,"JPN","Asahiryokuken Yomiuri Memorial","Tatsuhiko Ichihara",16,6004,12,9,21
3656,45,2006,"EUR"|"ASA"|"ANZ"|"AFR","HSBC Champions","Y.E. Yang",52,6629,322,31,353
3657,45,2006,"JPN","Mitsui Sumitomo VISA Taiheiyo Masters","Tommy Nakajima",24,386,54,41,95
3658,45,2006,"WEB","Nationwide Tour Championship","Craig Kanada",20,5096,5,2,7
3659,46,2006,"JPN","Dunlop Phoenix Tournament","Padraig Harrington",38,5716,130,68,198
3660,46,2006,"EUR"|"ASA","UBS Hong Kong Open","Jose Manuel Lara",32,5815,102,61,163
3661,46,2006,"ANZ","MFS Australian Open","John Senden",32,5207,104,59,163
3662,46,2006,"AFR","Limpopo Classic","Bradford Vaughan",12,5692,1,1,2
3663,47,2006,"EUR"|"ANZ","Mastercard Masters","Justin Rose",30,6093,83,62,145
3664,47,2006,"JPN","Casio World Open","Jeev Milkha Singh",18,3831,33,25,58
3665,48,2006,"AFR","Nedbank Golf Challenge","Jim Furyk",38,2881,194,8,202
3666,48,2006,"EUR"|"ANZ","Blue Chip New Zealand Open","Nathan Green",20,6258,26,20,46
3667,48,2006,"JPN","Golf Nippon Series JT Cup","Jeev Milkha Singh",20,3831,38,29,67
3668,48,2006,"CHA","Abierto Visa de la Republica","Rafael Echenique",12,7988,13,10,23
3669,49,2006,"ANZ","CS Australian PGA Championship","Nick O'Hern",34,6100,99,69,168
3670,49,2006,"EUR"|"AFR","Alfred Dunhill Championship","Alvaro Quiros",18,7886,32,24,56
3671,49,2006,"CHA","Abierto Mexicano Corona","Fabrizio Zanotti",12,9842,,,
3672,50,2006,"AFR","South African Airways Open","Ernie Els",32,874,84,63,147
3673,50,2006,"ASA","Volvo Masters of Asia","Thongchai Jaidee",20,5973,18,14,32
3674,1,2007,"USA","Mercedes-Benz Championship","Vijay Singh",50,653,279,55,334
3675,2,2007,"USA","Sony Open in Hawaii","Paul Goydos",56,3702,366,53,419
3676,2,2007,"EUR"|"AFR","Joburg Open","Ariel Canete",20,5926,8,6,14
3677,3,2007,"USA","Bob Hope Chrysler Classic","Charley Hoffman",40,5768,203,14,217
3678,3,2007,"EUR","Abu Dhabi Championship","Paul Casey",44,7108,202,53,255
3679,3,2007,"ASA","Pakistan Open","Airil Rizman Zahari",14,6452,,,
3680,4,2007,"EUR"|"ASA","Commercialbank Qatar Masters","Retief Goosen",48,4884,241,46,287
3681,4,2007,"USA","Buick Invitational","Tiger Woods",50,5321,300,31,331
3682,4,2007,"AFR","Dimension Data Pro-Am","Louis Oosthuizen",14,7672,6,5,11
3683,4,2007,"WEB","Movistar Panama Championship","Miguel Angel Carballo",14,8570,1,1,2
3684,5,2007,"USA","FBR Open","Aaron Baddeley",54,6252,354,41,395
3685,5,2007,"EUR","Dubai Desert Classic","Henrik Stenson",50,5994,283,55,338
3686,5,2007,"CHA","Club Colombia Masters","Edoardo Molinari",12,7033,,,
3687,5,2007,"AFR","Nashua Masters","Jean Hugo",14,6304,1,1,2
3688,5,2007,"ASA","Philippine Open","Frankie Minoza",14,480,3,2,5
3689,6,2007,"EUR"|"ASA","Maybank Malaysian Open","Peter Hedblom",26,4556,63,47,110
3690,6,2007,"USA","AT&T Pebble Beach National Pro-Am","Phil Mickelson",48,1547,281,30,311
3691,6,2007,"CHA","Kai Fieberg Costa Rica Open","Miguel Angel Rodriguez",12,8568,,,
3692,7,2007,"USA","Nissan Open","Charles Howell III",70,6892,597,62,659
3693,7,2007,"CHA","Abierto Telefonica de Guatemala","Jamie Donaldson",12,7084,,,
3694,7,2007,"EUR"|"ASA","Enjoy Jakarta Astro Indonesia Open","Mikko Ilonen",20,6929,16,12,28
3695,7,2007,"WEB"|"ANZ","Jacob's Creek Open","Scott Sterling",16,5945,4,3,7
3696,7,2007,"AFR","Vodacom Championship","Richard Sterne",14,7049,6,5,11
3697,8,2007,"WGC","WGC-Accenture Match Play Championship","Henrik Stenson",76,5994,730,75,805
3698,8,2007,"USA","Mayakoba Golf Classic","Fred Funk",24,72,48,,48
3699,8,2007,"WEB"|"ANZ","HSBC New Zealand PGA Championship","Nicholas Thompson",16,10889,3,2,5
3700,8,2007,"AFR","Telkom PGA Championship","Louis Oosthuizen",14,7672,8,6,14
3701,9,2007,"USA","Honda Classic","Mark Wilson",50,4107,292,28,320
3702,9,2007,"EUR"|"ASA"|"ANZ","Johnnie Walker Classic","Anton Haig",40,8429,169,62,231
3703,10,2007,"USA","PODS Championship","Mark Calcavecchia",48,30,280,27,307
3704,10,2007,"EUR"|"ASA","Clariden Leu Singapore Masters","Liang Wen-chong",30,6470,84,62,146
3705,10,2007,"CHA","Tusker Kenya Open","Edoardo Molinari",12,7033,,,
3706,11,2007,"USA","Arnold Palmer Invitational","Vijay Singh",68,653,566,50,616
3707,11,2007,"EUR"|"ASA","TCL Classic","Chapchai Nirat",20,9985,23,17,40
3708,12,2007,"WGC","WGC - CA Championship","Tiger Woods",76,5321,718,75,793
3709,12,2007,"WEB","Chitimacha Louisiana Open","Skip Kendall",14,2794,2,2,4
3710,12,2007,"ASA","Motorola International Bintan","Jason Knutzon",14,7231,3,2,5
3711,12,2007,"EUR","Madeira Islands Open BPI","Daniel Vancsik",24,6587,11,1,12
3712,13,2007,"USA","Shell Houston Open","Adam Scott",46,6430,245,15,260
3713,13,2007,"EUR","Estoril Open de Portugal","Pablo Martin Benavides",24,7885,39,7,46
3714,13,2007,"WEB","Livermore Valley Wine Country Championship","Omar Uresti",14,5183,1,1,2
3715,14,2007,"MAJ","Masters Tournament","Zach Johnson",100,6986,758,75,833
3716,15,2007,"USA","Verizon Heritage","Boo Weekley",54,7403,350,33,383
3717,15,2007,"WEB","South Georgia Classic","John Kimbell",14,10455,1,1,2
3719,15,2007,"EUR"|"ASA","Volvo China Open","Markus Brier",20,6391,39,29,68
3720,15,2007,"JPN","Token Homemate Cup","Yui Ueda",16,6565,9,7,16
3721,15,2007,"CAN","San Jose International Open","Adam Bland",6,10829,,,
3722,16,2007,"USA","Zurich Classic of New Orleans","Nick Watney",28,7955,116,7,123
3723,16,2007,"WEB","Athens Regional Foundation Classic","Martin Laird",14,9586,,,
3724,16,2007,"EUR"|"ASA","BMW Asian Open","Raphael Jacquelin",32,5784,111,54,165
3725,16,2007,"CHA","Tessali-Metaponto Open di Puglia e Basilicata","Michael Hoey",12,7303,,,
3726,16,2007,"JPN","Tsuruya Open","Brendan Jones",16,6254,17,13,30
3727,16,2007,"CAN","Northern California Classic","Wes Heffernan",6,6884,,,
3728,17,2007,"USA","EDS Byron Nelson Championship","Scott Verplank",52,220,328,29,357
3729,17,2007,"WEB","Henrico County Open","Nick Flanagan",14,8357,1,1,2
3730,17,2007,"EUR","Open de Espana","Charl Schwartzel",24,7398,64,14,78
3731,17,2007,"JPN","The Crowns","Hirofumi Miyase",18,3808,33,25,58
3732,17,2007,"ASA","Pine Valley Beijing Open","Gaurav Ghei",14,3783,7,5,12
3733,17,2007,"CAN","Corona Mazatlan Classic","Byron Smith",6,9687,,,
3734,18,2007,"USA","Wachovia Championship","Tiger Woods",74,5321,687,72,759
3735,18,2007,"WEB","Fort Smith Classic","Jay Williamson",14,5260,1,1,2
3736,18,2007,"EUR","Telecom Italia Open","Gonzalo Fdez-Castano",24,8262,54,8,62
3737,18,2007,"ASA","GS Caltex Maekyung Open","K.T. Kim",14,7880,8,6,14
3738,18,2007,"CAN","Ford Culiacan Open","Adam Bland",6,10829,,,
3739,19,2007,"USA","THE PLAYERS Championship","Phil Mickelson",80,1547,773,75,848
3740,19,2007,"EUR","Valle Romano Open de Andalucia","Lee Westwood",24,4052,34,10,44
3741,19,2007,"CHA","A.G.F. Allianz Golf Open de Toulouse","Joost Luiten",12,10158,,,
3742,19,2007,"JPN","Japan PGA Championship","Toshimitsu Izawa",16,814,17,13,30
3743,19,2007,"CAN","Riviera Nayarit Classic","Wes Heffernan",6,6884,,,
3744,20,2007,"USA","AT&T Classic","Zach Johnson",36,6986,176,12,188
3745,20,2007,"WEB","BMW Charity Pro-Am at The Cliffs","Nick Flanagan",14,8357,,,
3746,20,2007,"EUR","Irish Open","Padraig Harrington",28,5716,104,27,131
3747,20,2007,"CHA","Telenet Trophy","Nicolas Vanhootegem",12,5290,,,
3748,20,2007,"JPN","Munsingwear Open KSB Cup","Ryo Ishikawa",16,12232,17,13,30
3749,20,2007,"ASA","Macau Open","Lu Wen-Teh",14,3811,6,5,11
3750,20,2007,"CAN","Iberostar Riviera Maya Open","Spencer Levin",6,8199,,,
3751,21,2007,"EUR","BMW PGA Championship","Anders Hansen",64,5724,304,65,369
3752,21,2007,"USA","Crowne Plaza Invitational at Colonial","Rory Sabbatini",52,6283,324,40,364
3753,21,2007,"JPN","Mitsubishi Diamond Cup","Tetsuji Hiratsuka",16,6247,21,16,37
3754,21,2007,"WEB","Melwood Prince George's County Open","Paul Claxton",14,5921,1,1,2
3755,21,2007,"CHA","Open Mahou de Madrid","Ben Mason",12,6989,,,
3756,21,2007,"ASA","SK Telecom Open","Sangmoon Bae",14,10081,14,11,25
3757,22,2007,"USA","the Memorial Tournament","K.J. Choi",70,1804,574,58,632
3758,22,2007,"WEB","LaSalle Bank Open","John Riegger",14,929,3,2,5
3759,22,2007,"EUR","The Celtic Manor Wales Open","Richard Sterne",26,7049,101,19,120
3760,22,2007,"CHA","Oceanico Developments Pro-Am Challenge","Ross McGowan",12,11981,,,
3761,22,2007,"JPN","JCB Classic","Tomohiro Kondo",16,6625,18,14,32
3762,23,2007,"USA","Stanford St. Jude Championship","Woody Austin",50,3629,296,29,325
3763,23,2007,"WEB","The Rex Hospital Open","Kyle Thompson",14,7617,2,2,4
3764,23,2007,"EUR","BA-CA Golf Open Presented by Telekom Austria","Richard Green",24,3877,35,8,43
3765,23,2007,"CHA","Vodafone Challenge","Joost Luiten",12,10158,,,
3766,23,2007,"ASA","Bangkok Airways Open","Sung Lee",14,7785,8,6,14
3767,24,2007,"MAJ","U.S. Open","Angel Cabrera",100,5717,745,75,820
3768,24,2007,"WEB","Rochester Area Charities Showdown","Chris Riley",14,6281,1,1,2
3769,24,2007,"EUR"|"CHA","Open De Saint-Omer","Carl Suneson",18,4591,1,,1
3770,24,2007,"CAN","Times Colonist Open","Spencer Levin",6,8199,,,
3771,25,2007,"USA","Travelers Championship","Hunter Mahan",46,7636,255,30,285
3772,25,2007,"WEB","Knoxville Open Presented by Food City","Chez Reavie",14,7961,,,
3773,25,2007,"EUR","BMW International Open","Niclas Fasth",34,3832,145,34,179
3774,25,2007,"CHA","Credit Suisse Challenge","Peter Baker",12,560,,,
3775,25,2007,"JPN","Mizuno Open Yomiuri Classic","Donghwan Lee",16,8211,17,13,30
3776,25,2007,"CAN","Greater Vancouver Charity Classic","James Lepp",6,8056,,,
3777,26,2007,"USA","Buick Open","Brian Bateman",38,5013,185,15,200
3778,26,2007,"WEB","Peek'n Peak Classic","Roland Thatcher",14,7445,,,
3779,26,2007,"EUR","Open de France ALSTOM","Graeme Storm",30,3323,118,23,141
3781,26,2007,"CHA","Estoril Challenge de Portugal","Ross McGowan",12,11981,,,
3782,26,2007,"JPN","UBS Japan Golf Tour Championship","Shingo Katayama",16,3770,22,17,39
3783,26,2007,"CAN","ATB Financial Classic","Mike Grob",6,4390,,,
3784,27,2007,"USA","AT&T National","K.J. Choi",62,1804,453,54,507
3785,27,2007,"WEB","Legend Financial Group Classic","Jason Day",14,9771,,,
3786,27,2007,"EUR","Smurfit Kappa European Open","Colin Montgomerie",32,741,126,35,161
3787,27,2007,"CHA","AGF-Allianz Open des Volcans","Gareth Paddison",12,6397,,,
3788,27,2007,"JPN","Woodone Open Hiroshima","Toru Taniguchi",16,3750,23,17,40
3789,27,2007,"CAN","TELUS Edmonton Open","Dustin Risdon",6,8044,,,
3790,28,2007,"USA","John Deere Classic","Jonathan Byrd",24,6931,101,4,105
3791,28,2007,"EUR","The Barclays Scottish Open","Gregory Havret",50,6239,285,52,337
3792,28,2007,"WEB","Nationwide Children's Hospital Invitational","Daniel Summerhays",14,12424,1,1,2
3793,28,2007,"JPN","Nagashima Shigeo Invitational Sega Sammy Cup","Toru Taniguchi",16,3750,20,15,35
3794,28,2007,"CAN","Free Press Manitoba Classic","Michael Mezei",6,8025,,,
3795,29,2007,"MAJ","The Open Championship","Padraig Harrington",100,5716,775,75,850
3796,29,2007,"USA","U.S. Bank Championship in Milwaukee","Joe Ogilvie",24,6303,55,,55
3797,29,2007,"WEB","Price Cutter Charity Championship","Tom Scherrer",14,5706,1,1,2
3798,29,2007,"CHA","MAN NO Open","Anders Schmidt Hansen",12,8762,,,
3799,30,2007,"USA","Canadian Open presented by Franklin Templeton Investments","Jim Furyk",32,2881,140,15,155
3800,30,2007,"WEB","Cox Classic Presented by Chevrolet","Roland Thatcher",14,7445,1,1,2
3801,30,2007,"EUR","The Deutsche Bank Players' Championship of Europe","Andres Romero",40,7751,183,37,220
3802,30,2007,"CHA","FIRSTPLUS Wales Challenge","Colm Moriarty",12,8163,,,
3803,31,2007,"WGC","WGC-Bridgestone Invitational","Tiger Woods",76,5321,708,68,776
3804,31,2007,"USA","Reno-Tahoe Open","Steve Flesch",24,4707,43,3,46
3805,31,2007,"WEB","Preferred Health Systems Wichita Open","Brad Elder",14,6204,1,1,2
3806,31,2007,"EUR","The Russian Open Golf Championship","Per-Ulrik Johansson",24,4595,1,,1
3807,31,2007,"CHA","Challenge of Ireland presented by Glasson","Magnus A Carlsson",12,7823,,,
3808,31,2007,"JPN","Sun Chlorella Classic","Jun Kikuchi",16,5978,16,12,28
3809,32,2007,"MAJ","PGA Championship","Tiger Woods",100,5321,844,75,919
3810,32,2007,"WEB","Northeast Pennsylvania Classic","Justin Bolli",14,8175,2,2,4
3811,32,2007,"CHA","Scottish Challenge","Robert Dinwiddie",12,11894,,,
3812,33,2007,"USA","Wyndham Championship","Brandt Snedeker",24,8820,93,11,104
3813,33,2007,"WEB","Xerox Classic","Nick Flanagan",14,8357,4,3,7
3814,33,2007,"EUR","Scandinavian Masters","Mikko Ilonen",24,6929,40,20,60
3815,33,2007,"CHA","Rolex Trophy","Robert Dinwiddie",12,11894,1,1,2
3816,33,2007,"CHA","Lexus Open","Martin Wiegele",12,7869,,,
3817,33,2007,"CAN","Desjardins Montreal Open","Brent Schwarzrock",6,6276,,,
3818,34,2007,"USA","The Barclays","Steve Stricker",74,4818,674,66,740
3819,34,2007,"WEB","National Mining Association Pete Dye","Jimmy Walker",14,7293,4,3,7
3820,34,2007,"EUR","The KLM Open","Ross Fisher",24,9396,28,7,35
3821,34,2007,"CHA","POSTBANK Challenge","Felipe Aguilar",12,8135,1,1,2
3822,34,2007,"JPN","KBC Augusta","Katsumasa Miyamoto",16,5791,14,11,25
3823,34,2007,"ASA","Iskandar Johor Open","Artemio Murakami",14,8626,3,2,5
3824,34,2007,"CAN","Jane Rogers Championship of Mississauga","Byron Smith",6,9687,,,
3825,35,2007,"EUR","Johnnie Walker Championship at Gleneagles","Marc Warren",24,7567,57,18,75
3826,36,2007,"EUR","Omega European Masters","Brett Rumford",30,6255,105,33,138
3827,37,2007,"EUR","Mercedes-Benz Championship","Soren Hansen",40,6319,180,41,221
3828,38,2007,"EUR","The Quinn Direct British Masters","Lee Westwood",32,4052,123,39,162
3829,40,2007,"EUR","Alfred Dunhill Links Championship","Nick Dougherty",48,6954,240,65,305
3831,41,2007,"EUR","HSBC World Match Play Championship","Ernie Els",40,874,190,32,222
3832,41,2007,"EUR","Open de Madrid","Mads Vibe-Hastrup",24,6899,13,9,22
3833,42,2007,"EUR","Portugal Masters","Steve Webster",34,5667,136,33,169
3834,43,2007,"EUR","Mallorca Classic","Gregory Bourdy",24,7932,60,19,79
3835,44,2007,"EUR","Volvo Masters","Justin Rose",46,6093,219,49,268
3836,35,2007,"USA","Deutsche Bank Championship","Phil Mickelson",74,1547,667,71,738
3837,36,2007,"USA","BMW Championship","Tiger Woods",68,5321,569,59,628
3838,37,2007,"USA","THE TOUR Championship presented by Coca-Cola","Tiger Woods",60,5321,443,45,488
3839,38,2007,"USA","Turning Stone Resort Championship","Steve Flesch",30,4707,131,11,142
3840,39,2007,"USA","Viking Classic","Chad Campbell",24,6248,73,10,83
3841,40,2007,"USA","Valero Texas Open","Justin Leonard",24,5603,61,7,68
3843,41,2007,"USA","Frys.com Open","George McNeill",26,6419,106,5,111
3844,42,2007,"USA","Fry's Electronics Open","Mike Weir",38,5513,187,16,203
3845,43,2007,"USA","Ginn sur Mer Classic at Tesoro","Daniel Chopra",24,2035,74,6,80
3846,44,2007,"USA","Children's Miracle Network Classic presented by Wal-Mart","Stephen Ames",34,4102,160,14,174
3847,36,2007,"WEB","Utah EnergySolutions Championship","Franklin Langham",14,5257,2,2,4
3848,37,2007,"WEB","Oregon Classic Pres'd by Kendall Automotive Group","Kyle Thompson",14,7617,3,2,5
3849,38,2007,"WEB","Albertsons Boise Open Pres'd by First Health","Jon Mills",14,7372,3,2,5
3850,40,2007,"WEB","Mark Christopher Charity Classic Pres'd by County of San Bernardino","Richard Johnson",14,6415,2,2,4
3851,41,2007,"WEB","WNB Golf Classic","Brad Adamonis",14,7612,3,2,5
3852,42,2007,"WEB","Chattanooga Classic","Ron Whittaker",14,3465,3,2,5
3853,43,2007,"WEB","Miccosukee Championship","Marc Turnesa",14,7627,1,1,2
3854,44,2007,"WEB","Nationwide Tour Championship at Barona Creek","Richard Johnson",20,6415,1,1,2
3855,35,2007,"CHA","ECCO Tour Championship","Iain Pyman",12,5609,,,
3856,36,2007,"CHA","Telia Challenge Waxholm","Iain Pyman",12,5609,2,2,4
3857,37,2007,"CHA","OKI Mahou Challenge de España","Felipe Aguilar",12,8135,2,2,4
3858,38,2007,"CHA","Kazakhstan Open","Leif Westerberg",12,5612,5,4,9
3859,39,2007,"CHA","The Dutch Futures","Peter Whiteford",12,7822,3,2,5
3860,40,2007,"CHA","Open AGF-Allianz Côtes d’Armor Bretagne","Peter Baker",12,560,1,1,2
3861,41,2007,"CHA","doc Salbe PGA European Challenge","Peter Whiteford",12,7822,1,1,2
3862,42,2007,"CHA","Toscana Open Italian Federation Cup","Mikael Lundberg",12,4718,3,2,5
3863,43,2007,"CHA","Apulia San Domenico Grand Final","Mike Lorenzo-Vera",12,9675,4,1,5
3864,35,2007,"JPN","Fujisankei Classic","Hideto Tanihara",16,7046,21,16,37
3865,36,2007,"JPN","Suntory Open","Hideto Tanihara",16,7046,19,14,33
3866,37,2007,"JPN","ANA Open","Norio Shinozaki",16,5654,14,11,25
3867,39,2007,"JPN","Coca-Cola Tokai Classic","Camilo Villegas",16,9171,23,17,40
3868,41,2007,"JPN","Japan Open Golf Championship","Toru Taniguchi",32,3750,19,14,33
3869,42,2007,"JPN","Bridgestone Open","Shingo Katayama",16,3770,27,20,47
3870,43,2007,"JPN","ABC Championship","Frankie Minoza",18,480,29,22,51
3871,45,2007,"JPN","Mitsui Sumitomo VISA Taiheiyo Masters","Brendan Jones",26,6254,66,50,116
3872,46,2007,"JPN","Dunlop Phoenix","Ian Poulter",36,1435,110,71,181
3873,47,2007,"JPN","Casio World Open","Taichi Teshima",20,5820,36,27,63
3874,48,2007,"JPN","Golf Nippon Series JT Cup","Brendan Jones",20,6254,38,29,67
3875,47,2007,"EUR"|"ANZ","Mastercard Masters","Aaron Baddeley",24,6252,59,39,98
3876,48,2007,"EUR"|"ANZ","Michael Hill New Zealand Open","Richard Finch",20,6636,4,3,7
3877,49,2007,"ANZ","Cadbury Schweppes Australian PGA Championship","Peter Lonard",32,4122,89,65,154
3878,50,2007,"ANZ","MFS Australian Open Championship","Craig Parry",34,637,99,74,173
3879,48,2007,"AFR","Nedbank Golf Challenge","Trevor Immelman",34,5935,162,8,170
3880,49,2007,"AFR","Alfred Dunhill Championship","John Bickerton",22,3634,47,35,82
3881,50,2007,"EUR"|"AFR","South African Airways Open","James Kingston",32,2931,94,70,164
3882,35,2007,"ASA","Brunei Open","Lin Wen-Tang",14,6433,2,2,4
3883,37,2007,"ASA","Midea China Classic","Thaworn Wiratchant",14,3602,3,2,5
3884,38,2007,"ASA","Mercuries Taiwan Masters","Lu Wen-Teh",14,3811,3,2,5
3886,40,2007,"ASA","Kolon-Hana Bank Korea Open","Vijay Singh",14,653,20,15,35
3887,41,2007,"ASA","Hero Honda Indian Open","Jyoti Randhawa",14,5771,6,5,11
3888,43,2007,"ASA","Pertamina Indonesia President Invitational","Juvic Pagunsan",14,8615,12,9,21
3889,44,2007,"EUR"|"ASA","Barclays Singapore Open","Angel Cabrera",40,5717,167,47,214
3890,45,2007,"EUR"|"ASA"|"ANZ"|"AFR","HSBC Champions","Phil Mickelson",52,1547,347,24,371
3891,46,2007,"EUR"|"ASA","UBS Hong Kong Open","Miguel A Jimenez",36,3596,130,55,185
3892,48,2007,"ASA","Johnnie Walker Cambodian Open","Bryan Saltus",14,7295,2,2,4
3893,49,2007,"ASA","Volvo Masters of Asia","Prayad Marksaeng",20,3990,9,7,16
3894,35,2007,"CAN","Canadian Tour Championship","Bret Guetz",6,8261,,,
3895,3,2008,"EUR","Abu Dhabi Championship","Martin Kaymer",44,8117,213,42,255
3896,4,2008,"EUR","Commercial Bank Qatar Masters","Adam Scott",46,6430,240,41,281
3897,5,2008,"EUR","Dubai Desert Classic","Tiger Woods",50,5321,279,48,327
3898,6,2008,"EUR"|"ASA","Emaar-MGF Indian Masters","S.S.P. Chawrasia",26,7040,62,47,109
3904,11,2008,"EUR"|"ASA","Ballantines Championship","Graeme McDowell",28,7548,83,52,135
3906,12,2008,"EUR","Madeira Island Open BPI","Alastair Forsyth",24,1801,12,1,13
3907,13,2008,"EUR","Open de Andalucia","Thomas Levet",24,2141,75,9,84
3908,14,2008,"EUR","Estoril Open de Portugal","Gregory Bourdy",24,7932,48,6,54
3909,15,2008,"MAJ","Masters Tournament","Trevor Immelman",100,5935,738,75,813
3912,18,2008,"EUR","Open de Espana","Peter Lawrie",24,2338,59,15,74
3913,19,2008,"EUR","Italian Open","Hennie Otto",24,5942,48,11,59
3914,20,2008,"EUR","Irish Open","Richard Finch",28,6636,107,21,128
3915,21,2008,"EUR","BMW PGA Championship","Miguel A Jimenez",64,3596,265,64,329
3916,22,2008,"EUR","The Celtic Manor Wales Open","Scott Strange",36,7478,154,32,186
3917,23,2008,"EUR","BA-CA Golf Open presented by Telekom Austria","Jeev Milkha Singh",24,3831,34,5,39
3919,24,2008,"EUR"|"CHA","Open de Saint Omer","David Dixon",18,7311,1,,1
3920,25,2008,"EUR","BMW International Open","Martin Kaymer",30,8117,120,27,147
3921,26,2008,"EUR","Open de France ALSTOM","Pablo Larrazabal",38,9133,167,32,199
3922,27,2008,"EUR","European Open","Ross Fisher",40,9396,170,43,213
3923,28,2008,"EUR","The Barclays Scottish Open","Graeme McDowell",50,7548,268,50,318
3924,29,2008,"MAJ","The Open Championship","Padraig Harrington",100,5716,669,65,734
3928,33,2008,"EUR","SAS Masters","Peter Hanson",24,6850,71,16,87
3929,34,2008,"EUR","The KLM Open","Darren Clarke",30,3523,115,28,143
3930,35,2008,"EUR","Johnnie Walker Championship at Gleneagles","Gregory Havret",32,6239,124,29,153
3931,36,2008,"EUR","Omega European Masters","Jean-F Lucquin",24,6369,53,14,67
3932,37,2008,"EUR","Mercedes-Benz Championship","Robert Karlsson",34,4331,152,23,175
3933,39,2008,"EUR","The Quinn Direct British Masters","Gonzalo Fdez-Castano",30,8262,117,26,143
3934,40,2008,"EUR","Alfred Dunhill Links Championship","Robert Karlsson",50,4331,254,63,317
3935,41,2008,"EUR","Madrid Masters","Charl Schwartzel",24,7398,45,10,55
3936,42,2008,"EUR","Portugal Masters","Alvaro Quiros",38,7886,162,34,196
3937,43,2008,"EUR","CASTELLÓ MASTERS Costa Azahar","Sergio Garcia",38,5689,162,44,206
3938,44,2008,"EUR","Volvo Masters","Soren Kjeldsen",50,6149,276,51,327
3951,1,2008,"USA","Mercedes-Benz Championship","Daniel Chopra",48,2035,253,41,294
3952,2,2008,"USA","Sony Open in Hawaii","K.J. Choi",50,1804,285,37,322
3953,3,2008,"USA","Bob Hope Chrysler Classic","D.J. Trahan",34,7236,159,16,175
3954,4,2008,"USA","Buick Invitational","Tiger Woods",60,5321,419,52,471
3955,5,2008,"USA","FBR Open","J.B. Holmes",58,7959,394,46,440
3956,6,2008,"USA","AT&T Pebble Beach National Pro-Am","Steve Lowery",40,828,201,20,221
3957,7,2008,"USA","Northern Trust Open","Phil Mickelson",68,1547,546,57,603
3958,8,2008,"WGC","WGC - Accenture Matchplay Championship","Tiger Woods",76,5321,728,75,803
